'1bf975fa,Carlos Martinez de la Casa Garcia,2019-06-11 16:42:14,Control para las templates en html a traves del fichero config.propeties'
'cd97deb1,Juan Carlos Ballesteros,2019-06-11 16:25:04,Campos obligatorios en Distinct'
'fb6560a9,Juan Carlos Ballesteros,2019-06-11 15:53:31,Campos obligatorios en Distinct'
'c61e52d9,Juan Carlos Ballesteros,2019-06-10 18:29:07,Cambio de contexto: OpenCitiesAPI'
'842dfa0b,Juan Carlos Ballesteros,2019-06-10 18:14:50,Campos x,y, meters obligatorios en consultas geograficas'
'14147baa,Juan Carlos Ballesteros,2019-06-10 16:27:36,Agrupaciones (groupBySearch) factibles con parametros x e y'
'1766a1ab,Juan Carlos Ballesteros,2019-06-10 15:36:37,conf alzir actualizada'
'd41a673a,Juan Carlos Ballesteros,2019-06-10 15:28:13,Error en parámetro distancia'
'0212e67e,Juan Carlos Ballesteros,2019-06-10 15:12:51,Movemos a su directorio los test de aqs'
'c434e3fc,Juan Carlos Ballesteros,2019-06-10 15:08:48,Merge branch 'master' of https://bitbucket.org/localidata/ciudadesabiertas'
'4c0f2da4,Juan Carlos Ballesteros,2019-06-10 15:08:34,Test Constructores en LocalComercial'
'fdbdd106,Carlos Martinez de la Casa Garcia,2019-06-10 15:05:30,Validador de Constructor Copia'
'3eb53b85,Carlos Martinez de la Casa Garcia,2019-06-10 14:55:19,Merge branch 'master' of https://bitbucket.org/localidata/ciudadesabiertas'
'c383fba9,Carlos Martinez de la Casa Garcia,2019-06-10 14:55:02,Cambios para no mostrar latitu y longitud en el Model en los metos post,put'
'1cd60dd1,Juan Carlos Ballesteros,2019-06-10 14:41:14,tests en organigrama'
'51943e19,Carlos Martinez de la Casa Garcia,2019-06-10 14:33:09,Merge branch 'master' of https://bitbucket.org/localidata/ciudadesabiertas'
'b5acae64,Carlos Martinez de la Casa Garcia,2019-06-10 14:32:47,Correción al test'
'469fc20e,Juan Carlos Ballesteros,2019-06-10 14:26:36,Merge branch 'master' of https://bitbucket.org/localidata/ciudadesabiertas'
'90ae718c,Juan Carlos Ballesteros,2019-06-10 14:26:29,Test en Punto de Interes y Equipamiento'
'4962d152,Carlos Martinez de la Casa Garcia,2019-06-10 14:04:11,RDF Latitud y longitud incluidas de nuevo'
'd438ace2,Juan Carlos Ballesteros,2019-06-10 13:52:25,Merge branch 'master' of https://bitbucket.org/localidata/ciudadesabiertas'
'0d7c631a,Juan Carlos Ballesteros,2019-06-10 13:26:25,Tests en callejero'
